64 36 40 tag type
0.027027 0.333333 0.054054 0.349206 5.000000 2.000000 
0.027027 0.333333 0.054054 0.349206 5.000000 2.000000 
0.027027 0.333333 0.054054 0.349206 5.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.054054 0.142857 0.081081 0.158730 4.000000 0.000000 
0.081081 0.142857 0.108108 0.158730 4.000000 0.000000 
0.000000 0.142857 0.027027 0.158730 4.000000 0.000000 
0.027027 0.142857 0.054054 0.158730 4.000000 0.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.317460 0.027027 0.333333 4.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.054054 0.126984 0.081081 0.142857 4.000000 0.000000 
0.081081 0.126984 0.108108 0.142857 4.000000 0.000000 
0.000000 0.126984 0.027027 0.142857 4.000000 0.000000 
0.027027 0.126984 0.054054 0.142857 4.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.027027 0.396825 0.054054 0.412698 0.000000 1.000000 
0.054054 0.396825 0.081081 0.412698 0.000000 1.000000 
0.081081 0.396825 0.108108 0.412698 0.000000 1.000000 
0.108108 0.396825 0.135135 0.412698 0.000000 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.054054 0.111111 0.081081 0.126984 0.000000 0.000000 
0.081081 0.111111 0.108108 0.126984 0.000000 0.000000 
0.000000 0.111111 0.027027 0.126984 4.000000 0.000000 
0.027027 0.111111 0.054054 0.126984 4.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.380952 0.027027 0.396825 0.000000 1.000000 
0.027027 0.380952 0.054054 0.396825 4.000000 2.000000 
0.054054 0.380952 0.081081 0.396825 4.000000 2.000000 
0.081081 0.380952 0.108108 0.396825 4.000000 2.000000 
0.108108 0.380952 0.135135 0.396825 4.000000 2.000000 
0.135135 0.380952 0.162162 0.396825 0.000000 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.095238 0.027027 0.111111 0.000000 0.000000 
0.027027 0.095238 0.054054 0.111111 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.365079 0.027027 0.380952 0.000000 1.000000 
0.027027 0.365079 0.054054 0.380952 0.000000 1.000000 
0.054054 0.365079 0.081081 0.380952 0.000000 1.000000 
0.081081 0.365079 0.108108 0.380952 0.000000 1.000000 
0.108108 0.365079 0.135135 0.380952 0.000000 1.000000 
0.135135 0.365079 0.162162 0.380952 0.000000 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 
